county_fips,year,total_cases,total_dafw,total_djtr
39043,2023,1.0,0.0,0.0
39045,2023,1.0,0.0,0.0
39049,2016,2.0,0.0,0.0
39049,2021,2.0,0.0,0.0
39049,2022,2.0,0.0,0.0
39049,2023,1.0,0.0,0.0
39059,2016,1.0,0.0,0.0
39059,2017,1.0,0.0,0.0
39059,2018,3.0,0.0,0.0
39059,2019,10.0,0.0,0.0
39059,2020,8.0,0.0,0.0
39059,2021,6.0,0.0,0.0
39061,2023,1.0,0.0,0.0
39067,2016,1.0,0.0,0.0
39067,2017,2.0,0.0,0.0
39067,2018,3.0,0.0,0.0
39067,2019,4.0,0.0,0.0
39067,2020,6.0,0.0,0.0
39067,2021,3.0,0.0,0.0
39067,2022,1.0,0.0,0.0
39067,2023,3.0,0.0,0.0
39073,2018,1.0,0.0,0.0
39073,2022,2.0,0.0,0.0
39075,2018,1.0,0.0,0.0
39077,2023,1.0,0.0,0.0
39081,2019,2.0,0.0,0.0
39081,2020,2.0,0.0,0.0
39081,2021,2.0,0.0,0.0
39081,2023,1.0,0.0,0.0
39083,2016,2.0,0.0,0.0
39083,2017,2.0,0.0,0.0
39083,2018,1.0,0.0,0.0
39089,2016,2.0,0.0,0.0
39089,2017,2.0,0.0,0.0
39089,2018,1.0,0.0,0.0
39093,2023,1.0,0.0,0.0
39099,2023,1.0,0.0,0.0
39103,2020,2.0,0.0,0.0
39111,2018,2.0,0.0,0.0
39111,2019,8.0,0.0,0.0
39111,2020,8.0,0.0,0.0
39111,2021,6.0,0.0,0.0
39117,2016,2.0,0.0,0.0
39117,2017,2.0,0.0,0.0
39117,2018,1.0,0.0,0.0
39119,2016,1.0,0.0,0.0
39119,2017,1.0,0.0,0.0
39119,2018,1.0,0.0,0.0
39119,2020,2.0,0.0,0.0
39119,2021,2.0,0.0,0.0
39119,2022,1.0,0.0,0.0
39119,2023,2.0,0.0,0.0
39121,2018,2.0,0.0,0.0
39121,2019,10.0,0.0,0.0
39121,2020,10.0,0.0,0.0
39121,2021,10.0,0.0,0.0
39127,2016,1.0,0.0,0.0
39127,2017,1.0,0.0,0.0
39127,2018,2.0,0.0,0.0
39127,2020,2.0,0.0,0.0
39127,2021,2.0,0.0,0.0
39127,2022,3.0,0.0,0.0
39127,2023,3.0,0.0,0.0
39129,2016,2.0,0.0,0.0
39129,2021,2.0,0.0,0.0
39129,2022,2.0,0.0,0.0
39129,2023,1.0,0.0,0.0
39133,2018,1.0,0.0,0.0
39151,2018,3.0,0.0,0.0
39151,2020,2.0,0.0,0.0
39151,2021,1.0,0.0,0.0
39151,2023,2.0,0.0,0.0
39153,2019,2.0,0.0,0.0
39153,2021,2.0,0.0,0.0
39153,2023,1.0,0.0,0.0
39157,2018,1.0,0.0,0.0
39157,2022,1.0,0.0,0.0
39157,2023,1.0,0.0,0.0
39163,2018,1.0,0.0,0.0
39163,2022,2.0,0.0,0.0
39165,2016,2.0,0.0,0.0
39165,2023,1.0,0.0,0.0
39167,2017,6.0,0.0,0.0
39167,2018,7.0,0.0,0.0
39167,2019,2.0,0.0,0.0
39167,2020,2.0,0.0,0.0
39169,2016,2.0,0.0,0.0
39169,2017,2.0,0.0,0.0
39169,2018,2.0,0.0,0.0
39169,2019,2.0,0.0,0.0
39169,2020,2.0,0.0,0.0
39169,2021,1.0,0.0,0.0
39169,2022,1.0,0.0,0.0
40003,2016,2.0,0.0,0.0
40003,2017,3.0,0.0,0.0
40003,2018,1.0,0.0,0.0
40003,2020,2.0,0.0,0.0
40003,2021,1.0,0.0,0.0
40007,2020,4.0,0.0,0.0
40007,2021,4.0,0.0,0.0
40007,2023,2.0,0.0,0.0
40009,2016,14.0,0.0,0.0
40009,2017,4.0,0.0,0.0
40009,2018,5.0,0.0,0.0
40009,2020,3.0,0.0,0.0
40009,2021,2.0,0.0,0.0
40009,2023,2.0,0.0,0.0
40011,2016,7.0,0.0,0.0
40011,2017,2.0,0.0,0.0
40011,2018,4.0,0.0,0.0
40011,2019,5.0,0.0,0.0
40011,2020,5.0,0.0,0.0
40011,2021,5.0,0.0,0.0
40011,2022,3.0,0.0,0.0
40011,2023,2.0,0.0,0.0
40015,2018,1.0,0.0,0.0
40015,2019,1.0,0.0,0.0
40017,2016,143.0,0.0,0.0
40017,2017,105.0,0.0,0.0
40017,2018,11.0,0.0,0.0
40017,2019,3.0,0.0,0.0
40017,2020,114.0,0.0,0.0
40017,2021,77.0,0.0,0.0
40017,2022,73.0,0.0,0.0
40017,2023,43.0,0.0,0.0
40019,2016,1.0,0.0,0.0
40019,2017,2.0,0.0,0.0
40019,2018,6.0,0.0,0.0
40019,2019,2.0,0.0,0.0
40019,2020,5.0,0.0,0.0
40019,2021,2.0,0.0,0.0
40019,2022,1.0,0.0,0.0
40027,2016,5.0,0.0,0.0
40027,2017,6.0,0.0,0.0
40027,2018,10.0,0.0,0.0
40027,2020,10.0,0.0,0.0
40027,2021,9.0,0.0,0.0
40027,2022,10.0,0.0,0.0
40027,2023,3.0,0.0,0.0
40031,2016,4.0,0.0,0.0
40031,2017,4.0,0.0,0.0
40031,2019,1.0,0.0,0.0
40031,2020,4.0,0.0,0.0
40031,2021,4.0,0.0,0.0
40037,2016,4.0,0.0,0.0
40037,2018,5.0,0.0,0.0
40037,2019,2.0,0.0,0.0
40037,2020,2.0,0.0,0.0
40039,2016,18.0,0.0,0.0
40039,2017,12.0,0.0,0.0
40039,2018,2.0,0.0,0.0
40039,2019,1.0,0.0,0.0
40039,2020,9.0,0.0,0.0
40039,2021,10.0,0.0,0.0
40039,2022,1.0,0.0,0.0
40039,2023,3.0,0.0,0.0
40043,2016,4.0,0.0,0.0
40043,2017,3.0,0.0,0.0
40043,2018,1.0,0.0,0.0
40043,2020,2.0,0.0,0.0
40043,2021,3.0,0.0,0.0
40043,2022,2.0,0.0,0.0
40043,2023,1.0,0.0,0.0
40047,2016,1.0,0.0,0.0
40047,2017,4.0,0.0,0.0
40047,2018,2.0,0.0,0.0
40047,2019,2.0,0.0,0.0
40047,2020,3.0,0.0,0.0
40047,2021,4.0,0.0,0.0
40047,2022,5.0,0.0,0.0
40047,2023,1.0,0.0,0.0
40049,2016,1.0,0.0,0.0
40049,2017,1.0,0.0,0.0
40049,2020,2.0,0.0,0.0
40049,2021,4.0,0.0,0.0
40049,2022,4.0,0.0,0.0
40051,2016,6.0,0.0,0.0
40051,2017,5.0,0.0,0.0
40051,2018,6.0,0.0,0.0
40051,2019,6.0,0.0,0.0
40051,2020,6.0,0.0,0.0
40051,2021,11.0,0.0,0.0
40051,2022,5.0,0.0,0.0
40051,2023,2.0,0.0,0.0
40053,2017,1.0,0.0,0.0
40053,2018,2.0,0.0,0.0
40053,2020,2.0,0.0,0.0
40053,2021,1.0,0.0,0.0
40061,2016,2.0,0.0,0.0
40061,2017,1.0,0.0,0.0
40061,2019,2.0,0.0,0.0
40061,2020,3.0,0.0,0.0
40061,2021,2.0,0.0,0.0
40063,2016,3.0,0.0,0.0
40063,2017,4.0,0.0,0.0
40063,2018,1.0,0.0,0.0
40063,2019,1.0,0.0,0.0
40063,2020,5.0,0.0,0.0
40063,2021,6.0,0.0,0.0
40063,2022,1.0,0.0,0.0
40063,2023,1.0,0.0,0.0
40069,2017,3.0,0.0,0.0
40069,2018,3.0,0.0,0.0
40071,2016,2.0,0.0,0.0
40071,2017,2.0,0.0,0.0
40071,2018,4.0,0.0,0.0
40071,2020,2.0,0.0,0.0
40073,2016,1.0,0.0,0.0
40073,2017,6.0,0.0,0.0
40073,2018,4.0,0.0,0.0
40073,2019,7.0,0.0,0.0
40073,2020,8.0,0.0,0.0
40073,2021,9.0,0.0,0.0
40073,2022,8.0,0.0,0.0
40073,2023,4.0,0.0,0.0
40081,2016,2.0,0.0,0.0
40081,2019,2.0,0.0,0.0
40081,2020,4.0,0.0,0.0
40083,2016,1.0,0.0,0.0
40083,2017,4.0,0.0,0.0
40083,2018,2.0,0.0,0.0
40083,2020,1.0,0.0,0.0
40083,2021,2.0,0.0,0.0
40083,2022,3.0,0.0,0.0
40083,2023,2.0,0.0,0.0
40085,2016,1.0,0.0,0.0
40085,2017,2.0,0.0,0.0
40085,2018,2.0,0.0,0.0
40085,2019,2.0,0.0,0.0
40085,2020,1.0,0.0,0.0
40087,2016,1.0,0.0,0.0
40087,2017,2.0,0.0,0.0
40087,2020,1.0,0.0,0.0
40087,2021,5.0,0.0,0.0
40087,2022,2.0,0.0,0.0
40087,2023,2.0,0.0,0.0
40093,2016,1.0,0.0,0.0
40093,2017,5.0,0.0,0.0
40093,2018,2.0,0.0,0.0
40093,2019,4.0,0.0,0.0
40093,2020,8.0,0.0,0.0
40093,2021,10.0,0.0,0.0
40093,2022,10.0,0.0,0.0
40095,2017,1.0,0.0,0.0
40095,2018,1.0,0.0,0.0
40099,2017,2.0,0.0,0.0
40099,2018,2.0,0.0,0.0
40099,2022,4.0,0.0,0.0
40103,2018,2.0,0.0,0.0
40105,2019,2.0,0.0,0.0
40105,2020,2.0,0.0,0.0
40105,2022,4.0,0.0,0.0
40105,2023,1.0,0.0,0.0
40107,2016,2.0,0.0,0.0
40107,2017,2.0,0.0,0.0
40107,2020,4.0,0.0,0.0
40107,2021,2.0,0.0,0.0
40109,2016,152.0,0.0,0.0
40109,2017,111.0,0.0,0.0
40109,2018,28.0,0.0,0.0
40109,2019,11.0,0.0,0.0
40109,2020,116.0,0.0,0.0
40109,2021,84.0,0.0,0.0
40109,2022,90.0,0.0,0.0
40109,2023,54.0,0.0,0.0
40113,2016,8.0,0.0,0.0
40113,2017,4.0,0.0,0.0
40113,2018,6.0,0.0,0.0
40113,2019,5.0,0.0,0.0
40113,2020,7.0,0.0,0.0
40113,2021,5.0,0.0,0.0
40113,2022,1.0,0.0,0.0
40113,2023,1.0,0.0,0.0
40117,2016,1.0,0.0,0.0
40117,2018,1.0,0.0,0.0
40117,2021,1.0,0.0,0.0
40117,2022,1.0,0.0,0.0
40117,2023,1.0,0.0,0.0
40119,2016,2.0,0.0,0.0
40119,2018,2.0,0.0,0.0
40119,2019,2.0,0.0,0.0
40119,2020,2.0,0.0,0.0
40121,2016,2.0,0.0,0.0
40121,2017,2.0,0.0,0.0
40121,2018,1.0,0.0,0.0
40121,2019,4.0,0.0,0.0
40121,2020,5.0,0.0,0.0
40121,2021,2.0,0.0,0.0
40123,2018,2.0,0.0,0.0
40123,2019,2.0,0.0,0.0
40123,2021,2.0,0.0,0.0
40125,2016,2.0,0.0,0.0
40125,2017,2.0,0.0,0.0
40125,2018,1.0,0.0,0.0
40125,2020,4.0,0.0,0.0
40125,2021,2.0,0.0,0.0
40125,2023,1.0,0.0,0.0
40129,2016,14.0,0.0,0.0
40129,2017,4.0,0.0,0.0
40129,2018,5.0,0.0,0.0
40129,2020,3.0,0.0,0.0
40129,2021,2.0,0.0,0.0
40129,2023,2.0,0.0,0.0
40131,2021,2.0,0.0,0.0
40131,2022,2.0,0.0,0.0
40133,2016,3.0,0.0,0.0
40133,2017,4.0,0.0,0.0
40133,2018,4.0,0.0,0.0
40133,2020,3.0,0.0,0.0
40133,2021,4.0,0.0,0.0
40133,2022,1.0,0.0,0.0
40133,2023,1.0,0.0,0.0
40137,2016,3.0,0.0,0.0
40137,2017,2.0,0.0,0.0
40137,2018,4.0,0.0,0.0
40137,2019,1.0,0.0,0.0
40137,2020,5.0,0.0,0.0
40137,2021,3.0,0.0,0.0
40139,2016,3.0,0.0,0.0
40139,2017,1.0,0.0,0.0
40139,2018,2.0,0.0,0.0
40143,2016,24.0,0.0,0.0
40143,2017,18.0,0.0,0.0
40143,2018,20.0,0.0,0.0
40143,2019,7.0,0.0,0.0
40143,2020,24.0,0.0,0.0
40143,2021,20.0,0.0,0.0
40143,2022,10.0,0.0,0.0
40143,2023,6.0,0.0,0.0
40145,2021,2.0,0.0,0.0
40145,2022,2.0,0.0,0.0
40149,2016,24.0,0.0,0.0
40149,2017,11.0,0.0,0.0
40149,2018,7.0,0.0,0.0
40149,2019,1.0,0.0,0.0
40149,2020,9.0,0.0,0.0
40149,2021,9.0,0.0,0.0
40149,2022,1.0,0.0,0.0
40149,2023,6.0,0.0,0.0
40151,2016,1.0,0.0,0.0
40151,2017,1.0,0.0,0.0
40151,2018,1.0,0.0,0.0
40151,2020,2.0,0.0,0.0
40151,2021,1.0,0.0,0.0
40151,2023,1.0,0.0,0.0
40153,2016,2.0,0.0,0.0
40153,2017,2.0,0.0,0.0
40153,2018,3.0,0.0,0.0
40153,2019,2.0,0.0,0.0
40153,2020,1.0,0.0,0.0
40153,2021,4.0,0.0,0.0
40153,2022,3.0,0.0,0.0
40153,2023,3.0,0.0,0.0
41005,2022,2.0,0.0,0.0
41047,2022,2.0,0.0,0.0
41051,2018,1.0,0.0,0.0
41067,2018,1.0,0.0,0.0
42003,2016,15.0,0.0,0.0
42003,2017,5.0,0.0,0.0
42003,2018,17.0,0.0,0.0
42003,2019,10.0,0.0,0.0
42003,2020,9.0,0.0,0.0
42003,2021,9.0,0.0,0.0
42003,2022,10.0,0.0,0.0
42003,2023,7.0,0.0,0.0
42005,2016,2.0,0.0,0.0
42005,2018,1.0,0.0,0.0
42005,2020,1.0,0.0,0.0
42005,2021,5.0,0.0,0.0
42005,2023,2.0,0.0,0.0
42007,2016,2.0,0.0,0.0
42007,2023,1.0,0.0,0.0
42009,2017,1.0,0.0,0.0
42013,2017,1.0,0.0,0.0
42015,2020,2.0,0.0,0.0
42015,2022,2.0,0.0,0.0
42015,2023,2.0,0.0,0.0
42019,2022,2.0,0.0,0.0
42019,2023,3.0,0.0,0.0
42027,2018,1.0,0.0,0.0
42027,2021,2.0,0.0,0.0
42027,2022,1.0,0.0,0.0
42027,2023,1.0,0.0,0.0
42031,2016,1.0,0.0,0.0
42033,2017,3.0,0.0,0.0
42033,2018,3.0,0.0,0.0
42033,2020,3.0,0.0,0.0
42033,2021,3.0,0.0,0.0
42033,2022,2.0,0.0,0.0
42033,2023,1.0,0.0,0.0
42035,2016,1.0,0.0,0.0
42035,2018,3.0,0.0,0.0
42035,2021,1.0,0.0,0.0
42035,2023,1.0,0.0,0.0
42037,2016,4.0,0.0,0.0
42039,2020,1.0,0.0,0.0
42039,2021,2.0,0.0,0.0
42039,2022,2.0,0.0,0.0
42043,2017,2.0,0.0,0.0
42043,2018,2.0,0.0,0.0
42043,2019,2.0,0.0,0.0
42043,2020,2.0,0.0,0.0
42047,2017,2.0,0.0,0.0
42047,2020,2.0,0.0,0.0
42047,2023,1.0,0.0,0.0
42049,2023,1.0,0.0,0.0
42051,2016,1.0,0.0,0.0
42051,2017,2.0,0.0,0.0
42051,2018,1.0,0.0,0.0
42051,2020,1.0,0.0,0.0
42051,2021,1.0,0.0,0.0
42051,2022,2.0,0.0,0.0
42051,2023,1.0,0.0,0.0
42059,2016,4.0,0.0,0.0
42059,2017,6.0,0.0,0.0
42059,2018,7.0,0.0,0.0
42059,2019,3.0,0.0,0.0
42059,2020,6.0,0.0,0.0
42059,2021,2.0,0.0,0.0
42059,2022,2.0,0.0,0.0
42059,2023,3.0,0.0,0.0
42063,2016,5.0,0.0,0.0
42063,2017,1.0,0.0,0.0
42063,2018,3.0,0.0,0.0
42063,2020,1.0,0.0,0.0
42063,2021,5.0,0.0,0.0
42063,2023,2.0,0.0,0.0
42065,2017,3.0,0.0,0.0
42065,2018,5.0,0.0,0.0
42065,2020,3.0,0.0,0.0
42065,2021,3.0,0.0,0.0
42065,2022,2.0,0.0,0.0
42065,2023,1.0,0.0,0.0
42069,2023,1.0,0.0,0.0
42073,2021,2.0,0.0,0.0
42079,2023,1.0,0.0,0.0
42081,2016,5.0,0.0,0.0
42081,2017,2.0,0.0,0.0
42081,2018,1.0,0.0,0.0
42081,2019,3.0,0.0,0.0
42081,2020,2.0,0.0,0.0
42083,2018,2.0,0.0,0.0
42085,2018,1.0,0.0,0.0
42093,2016,4.0,0.0,0.0
42097,2016,4.0,0.0,0.0
42105,2018,2.0,0.0,0.0
42113,2019,2.0,0.0,0.0
42113,2020,2.0,0.0,0.0
42115,2016,3.0,0.0,0.0
42115,2018,2.0,0.0,0.0
42115,2023,4.0,0.0,0.0
42117,2016,4.0,0.0,0.0
42117,2017,2.0,0.0,0.0
42117,2018,2.0,0.0,0.0
42117,2019,2.0,0.0,0.0
42117,2021,2.0,0.0,0.0
42117,2023,1.0,0.0,0.0
42125,2016,16.0,0.0,0.0
42125,2017,6.0,0.0,0.0
42125,2018,24.0,0.0,0.0
42125,2019,11.0,0.0,0.0
42125,2020,15.0,0.0,0.0
42125,2021,9.0,0.0,0.0
42125,2022,9.0,0.0,0.0
42125,2023,10.0,0.0,0.0
42127,2023,1.0,0.0,0.0
42129,2016,1.0,0.0,0.0
42129,2022,2.0,0.0,0.0
42131,2016,1.0,0.0,0.0
42131,2023,4.0,0.0,0.0
45045,2023,1.0,0.0,0.0
45063,2023,1.0,0.0,0.0
45083,2023,1.0,0.0,0.0
46063,2016,2.0,0.0,0.0
46063,2019,1.0,0.0,0.0
46063,2020,1.0,0.0,0.0
46063,2021,2.0,0.0,0.0
46063,2022,2.0,0.0,0.0
47001,2020,2.0,0.0,0.0
47037,2017,2.0,0.0,0.0
47093,2020,4.0,0.0,0.0
48001,2018,1.0,0.0,0.0
48001,2020,2.0,0.0,0.0
48001,2022,2.0,0.0,0.0
48001,2023,1.0,0.0,0.0
48003,2016,8.0,0.0,0.0
48003,2017,4.0,0.0,0.0
48003,2018,5.0,0.0,0.0
48003,2019,4.0,0.0,0.0
48003,2020,6.0,0.0,0.0
48003,2021,4.0,0.0,0.0
48003,2022,3.0,0.0,0.0
48003,2023,2.0,0.0,0.0
48007,2019,2.0,0.0,0.0
48007,2020,2.0,0.0,0.0
48007,2021,2.0,0.0,0.0
48007,2022,2.0,0.0,0.0
48009,2023,1.0,0.0,0.0
48013,2016,15.0,0.0,0.0
48013,2017,8.0,0.0,0.0
48013,2018,11.0,0.0,0.0
48013,2020,6.0,0.0,0.0
48013,2021,8.0,0.0,0.0
48013,2022,6.0,0.0,0.0
48013,2023,7.0,0.0,0.0
48015,2017,2.0,0.0,0.0
48015,2022,1.0,0.0,0.0
48015,2023,1.0,0.0,0.0
48021,2016,6.0,0.0,0.0
48021,2017,4.0,0.0,0.0
48021,2021,1.0,0.0,0.0
48021,2023,1.0,0.0,0.0
48025,2016,8.0,0.0,0.0
48025,2017,5.0,0.0,0.0
48025,2018,1.0,0.0,0.0
48025,2019,1.0,0.0,0.0
48025,2020,1.0,0.0,0.0
48025,2021,1.0,0.0,0.0
48025,2022,1.0,0.0,0.0
48025,2023,1.0,0.0,0.0
48029,2016,13.0,0.0,0.0
48029,2017,8.0,0.0,0.0
48029,2018,9.0,0.0,0.0
48029,2019,4.0,0.0,0.0
48029,2020,12.0,0.0,0.0
48029,2021,6.0,0.0,0.0
48029,2022,4.0,0.0,0.0
48029,2023,6.0,0.0,0.0
48033,2016,2.0,0.0,0.0
48033,2017,7.0,0.0,0.0
48033,2023,1.0,0.0,0.0
48039,2016,4.0,0.0,0.0
48039,2017,4.0,0.0,0.0
48039,2018,4.0,0.0,0.0
48039,2020,2.0,0.0,0.0
48039,2021,2.0,0.0,0.0
48039,2022,3.0,0.0,0.0
48039,2023,2.0,0.0,0.0
48041,2016,3.0,0.0,0.0
48041,2017,2.0,0.0,0.0
48041,2018,2.0,0.0,0.0
48041,2020,2.0,0.0,0.0
48041,2021,1.0,0.0,0.0
48041,2022,4.0,0.0,0.0
48041,2023,2.0,0.0,0.0
48049,2020,2.0,0.0,0.0
48051,2018,2.0,0.0,0.0
48051,2019,2.0,0.0,0.0
48051,2021,2.0,0.0,0.0
48051,2022,2.0,0.0,0.0
48051,2023,1.0,0.0,0.0
48057,2016,2.0,0.0,0.0
48057,2017,2.0,0.0,0.0
48057,2018,2.0,0.0,0.0
48059,2016,4.0,0.0,0.0
48059,2017,1.0,0.0,0.0
48059,2018,1.0,0.0,0.0
48059,2021,1.0,0.0,0.0
48059,2022,2.0,0.0,0.0
48059,2023,3.0,0.0,0.0
48065,2016,2.0,0.0,0.0
48065,2017,7.0,0.0,0.0
48065,2018,2.0,0.0,0.0
48065,2021,4.0,0.0,0.0
48065,2022,4.0,0.0,0.0
48065,2023,3.0,0.0,0.0
48071,2016,5.0,0.0,0.0
48071,2017,5.0,0.0,0.0
48071,2018,4.0,0.0,0.0
48071,2019,3.0,0.0,0.0
48071,2020,9.0,0.0,0.0
48071,2021,7.0,0.0,0.0
48071,2022,6.0,0.0,0.0
48071,2023,4.0,0.0,0.0
48073,2018,1.0,0.0,0.0
48073,2020,1.0,0.0,0.0
48073,2021,1.0,0.0,0.0
48073,2022,1.0,0.0,0.0
48073,2023,1.0,0.0,0.0
48077,2016,1.0,0.0,0.0
48079,2016,1.0,0.0,0.0
48079,2017,1.0,0.0,0.0
48079,2018,12.0,0.0,0.0
48079,2020,10.0,0.0,0.0
48079,2021,11.0,0.0,0.0
48079,2022,10.0,0.0,0.0
48079,2023,8.0,0.0,0.0
48081,2018,2.0,0.0,0.0
48081,2019,2.0,0.0,0.0
48081,2021,1.0,0.0,0.0
48081,2023,1.0,0.0,0.0
48085,2016,2.0,0.0,0.0
48085,2017,2.0,0.0,0.0
48085,2018,5.0,0.0,0.0
48085,2019,2.0,0.0,0.0
48085,2020,3.0,0.0,0.0
48085,2023,1.0,0.0,0.0
48089,2016,2.0,0.0,0.0
48089,2017,1.0,0.0,0.0
48089,2018,1.0,0.0,0.0
48089,2022,1.0,0.0,0.0
48089,2023,1.0,0.0,0.0
48091,2016,2.0,0.0,0.0
48091,2017,4.0,0.0,0.0
48091,2022,2.0,0.0,0.0
48091,2023,1.0,0.0,0.0
48093,2020,2.0,0.0,0.0
48097,2016,4.0,0.0,0.0
48097,2017,3.0,0.0,0.0
48097,2018,2.0,0.0,0.0
48097,2020,3.0,0.0,0.0
48097,2021,3.0,0.0,0.0
48097,2022,7.0,0.0,0.0
48097,2023,4.0,0.0,0.0
48103,2016,5.0,0.0,0.0
48103,2017,4.0,0.0,0.0
48103,2018,4.0,0.0,0.0
48103,2020,1.0,0.0,0.0
48103,2021,2.0,0.0,0.0
48103,2022,5.0,0.0,0.0
48103,2023,5.0,0.0,0.0
48105,2016,2.0,0.0,0.0
48105,2023,1.0,0.0,0.0
48107,2018,2.0,0.0,0.0
48107,2019,2.0,0.0,0.0
48107,2023,1.0,0.0,0.0
48113,2016,5.0,0.0,0.0
48113,2017,8.0,0.0,0.0
48113,2018,11.0,0.0,0.0
48113,2019,5.0,0.0,0.0
48113,2020,3.0,0.0,0.0
48113,2021,8.0,0.0,0.0
48113,2022,4.0,0.0,0.0
48113,2023,6.0,0.0,0.0
48115,2017,5.0,0.0,0.0
48121,2016,6.0,0.0,0.0
48121,2017,5.0,0.0,0.0
48121,2018,5.0,0.0,0.0
48121,2019,2.0,0.0,0.0
48121,2020,2.0,0.0,0.0
48121,2022,1.0,0.0,0.0
48121,2023,2.0,0.0,0.0
48123,2016,5.0,0.0,0.0
48123,2017,5.0,0.0,0.0
48123,2018,4.0,0.0,0.0
48123,2019,2.0,0.0,0.0
48123,2020,4.0,0.0,0.0
48123,2021,6.0,0.0,0.0
48123,2022,5.0,0.0,0.0
48123,2023,4.0,0.0,0.0
48127,2016,1.0,0.0,0.0
48127,2018,2.0,0.0,0.0
48127,2023,2.0,0.0,0.0
48129,2016,2.0,0.0,0.0
48129,2017,5.0,0.0,0.0
48129,2021,4.0,0.0,0.0
48129,2022,4.0,0.0,0.0
48129,2023,3.0,0.0,0.0
48131,2016,4.0,0.0,0.0
48131,2017,2.0,0.0,0.0
48131,2018,2.0,0.0,0.0
48131,2020,2.0,0.0,0.0
48133,2016,4.0,0.0,0.0
48133,2017,1.0,0.0,0.0
48133,2018,1.0,0.0,0.0
48133,2020,2.0,0.0,0.0
48133,2021,1.0,0.0,0.0
48133,2023,2.0,0.0,0.0
48135,2016,27.0,0.0,0.0
48135,2017,18.0,0.0,0.0
48135,2018,26.0,0.0,0.0
48135,2019,5.0,0.0,0.0
48135,2020,27.0,0.0,0.0
48135,2021,27.0,0.0,0.0
48135,2022,32.0,0.0,0.0
48135,2023,36.0,0.0,0.0
48139,2016,1.0,0.0,0.0
48139,2017,2.0,0.0,0.0
48139,2018,1.0,0.0,0.0
48139,2020,1.0,0.0,0.0
48139,2021,2.0,0.0,0.0
48139,2023,1.0,0.0,0.0
48141,2016,2.0,0.0,0.0
48141,2017,1.0,0.0,0.0
48141,2018,1.0,0.0,0.0
48141,2021,1.0,0.0,0.0
48149,2016,6.0,0.0,0.0
48149,2017,5.0,0.0,0.0
48149,2021,1.0,0.0,0.0
48149,2023,1.0,0.0,0.0
48151,2016,2.0,0.0,0.0
48151,2017,1.0,0.0,0.0
48151,2018,2.0,0.0,0.0
48151,2023,1.0,0.0,0.0
48157,2016,5.0,0.0,0.0
48157,2017,2.0,0.0,0.0
48157,2018,7.0,0.0,0.0
48157,2019,2.0,0.0,0.0
48157,2020,2.0,0.0,0.0
48157,2021,5.0,0.0,0.0
48157,2022,12.0,0.0,0.0
48157,2023,7.0,0.0,0.0
48161,2017,2.0,0.0,0.0
48161,2018,1.0,0.0,0.0
48161,2021,1.0,0.0,0.0
48161,2022,1.0,0.0,0.0
48161,2023,1.0,0.0,0.0
48163,2016,4.0,0.0,0.0
48163,2017,9.0,0.0,0.0
48163,2018,5.0,0.0,0.0
48163,2019,3.0,0.0,0.0
48163,2020,4.0,0.0,0.0
48163,2021,5.0,0.0,0.0
48163,2022,4.0,0.0,0.0
48163,2023,3.0,0.0,0.0
48165,2016,2.0,0.0,0.0
48165,2017,3.0,0.0,0.0
48165,2018,3.0,0.0,0.0
48165,2019,2.0,0.0,0.0
48167,2016,6.0,0.0,0.0
48167,2017,6.0,0.0,0.0
48167,2018,7.0,0.0,0.0
48167,2019,3.0,0.0,0.0
48167,2020,3.0,0.0,0.0
48167,2021,5.0,0.0,0.0
48167,2022,6.0,0.0,0.0
48167,2023,2.0,0.0,0.0
48169,2023,1.0,0.0,0.0
48173,2016,1.0,0.0,0.0
48173,2017,3.0,0.0,0.0
48173,2018,4.0,0.0,0.0
48173,2019,6.0,0.0,0.0
48173,2020,10.0,0.0,0.0
48173,2021,7.0,0.0,0.0
48175,2016,9.0,0.0,0.0
48175,2017,5.0,0.0,0.0
48175,2018,7.0,0.0,0.0
48175,2019,1.0,0.0,0.0
48175,2020,6.0,0.0,0.0
48175,2021,6.0,0.0,0.0
48175,2022,6.0,0.0,0.0
48175,2023,7.0,0.0,0.0
48177,2016,6.0,0.0,0.0
48177,2017,3.0,0.0,0.0
48177,2018,2.0,0.0,0.0
48177,2019,2.0,0.0,0.0
48177,2020,2.0,0.0,0.0
48177,2021,4.0,0.0,0.0
48177,2022,5.0,0.0,0.0
48177,2023,4.0,0.0,0.0
48179,2016,2.0,0.0,0.0
48179,2017,5.0,0.0,0.0
48179,2021,4.0,0.0,0.0
48179,2022,4.0,0.0,0.0
48179,2023,3.0,0.0,0.0
48181,2018,2.0,0.0,0.0
48181,2020,3.0,0.0,0.0
48181,2021,3.0,0.0,0.0
48181,2022,7.0,0.0,0.0
48181,2023,4.0,0.0,0.0
48183,2016,13.0,0.0,0.0
48183,2017,7.0,0.0,0.0
48183,2018,8.0,0.0,0.0
48183,2019,1.0,0.0,0.0
48183,2020,6.0,0.0,0.0
48183,2021,7.0,0.0,0.0
48183,2022,4.0,0.0,0.0
48183,2023,9.0,0.0,0.0
48185,2016,2.0,0.0,0.0
48185,2018,1.0,0.0,0.0
48185,2021,1.0,0.0,0.0
48185,2022,6.0,0.0,0.0
48185,2023,3.0,0.0,0.0
48187,2016,2.0,0.0,0.0
48187,2017,2.0,0.0,0.0
48187,2018,1.0,0.0,0.0
